language_code,infinitive,mood,tense,pronoun,conjugated_form,batch,review_status,source_note
FR,obtenir,Indicatif,Passé composé,"il (elle, on)",a obtenu,1,reviewed,tenir-family irregular paradigm; QA recommended
FR,obtenir,Indicatif,Passé composé,nous,avons obtenu,1,reviewed,tenir-family irregular paradigm; QA recommended
FR,obtenir,Indicatif,Passé composé,vous,avez obtenu,1,reviewed,tenir-family irregular paradigm; QA recommended
FR,obtenir,Indicatif,Passé composé,ils (elles),ont obtenu,1,reviewed,tenir-family irregular paradigm; QA recommended
FR,obtenir,Indicatif,Imparfait,je,obtenais,1,reviewed,tenir-family irregular paradigm; QA recommended
FR,obtenir,Indicatif,Imparfait,tu,obtenais,1,reviewed,tenir-family irregular paradigm; QA recommended
FR,obtenir,Indicatif,Imparfait,"il (elle, on)",obtenait,1,reviewed,tenir-family irregular paradigm; QA recommended
FR,obtenir,Indicatif,Imparfait,nous,obtenions,1,reviewed,tenir-family irregular paradigm; QA recommended
FR,obtenir,Indicatif,Imparfait,vous,obteniez,1,reviewed,tenir-family irregular paradigm; QA recommended
FR,obtenir,Indicatif,Imparfait,ils (elles),obtenaient,1,reviewed,tenir-family irregular paradigm; QA recommended
FR,obtenir,Conditionnel,Conditionnel présent,je,obtiendrais,1,reviewed,tenir-family irregular paradigm; QA recommended
FR,obtenir,Conditionnel,Conditionnel présent,tu,obtiendrais,1,reviewed,tenir-family irregular paradigm; QA recommended
FR,obtenir,Conditionnel,Conditionnel présent,"il (elle, on)",obtiendrait,1,reviewed,tenir-family irregular paradigm; QA recommended
FR,obtenir,Conditionnel,Conditionnel présent,nous,obtiendrions,1,reviewed,tenir-family irregular paradigm; QA recommended
FR,obtenir,Conditionnel,Conditionnel présent,vous,obtiendriez,1,reviewed,tenir-family irregular paradigm; QA recommended
FR,obtenir,Conditionnel,Conditionnel présent,ils (elles),obtiendraient,1,reviewed,tenir-family irregular paradigm; QA recommended
FR,obtenir,Impératif,Impératif,je,-,1,reviewed,tenir-family irregular paradigm; QA recommended; French imperative only uses tu / nous / vous; placeholder - used for unsupported slot
FR,obtenir,Impératif,Impératif,tu,obtiens,1,reviewed,tenir-family irregular paradigm; QA recommended
FR,obtenir,Impératif,Impératif,"il (elle, on)",-,1,reviewed,tenir-family irregular paradigm; QA recommended; French imperative only uses tu / nous / vous; placeholder - used for unsupported slot
FR,obtenir,Impératif,Impératif,nous,obtenons,1,reviewed,tenir-family irregular paradigm; QA recommended
FR,obtenir,Impératif,Impératif,vous,obtenez,1,reviewed,tenir-family irregular paradigm; QA recommended
FR,obtenir,Impératif,Impératif,ils (elles),-,1,reviewed,tenir-family irregular paradigm; QA recommended; French imperative only uses tu / nous / vous; placeholder - used for unsupported slot
FR,obtenir,Subjonctif,Subjonctif présent,je,obtienne,1,reviewed,tenir-family irregular paradigm; QA recommended
FR,obtenir,Subjonctif,Subjonctif présent,tu,obtiennes,1,reviewed,tenir-family irregular paradigm; QA recommended
FR,obtenir,Subjonctif,Subjonctif présent,"il (elle, on)",obtienne,1,reviewed,tenir-family irregular paradigm; QA recommended
FR,obtenir,Subjonctif,Subjonctif présent,nous,obtenions,1,reviewed,tenir-family irregular paradigm; QA recommended
FR,obtenir,Subjonctif,Subjonctif présent,vous,obteniez,1,reviewed,tenir-family irregular paradigm; QA recommended
FR,obtenir,Subjonctif,Subjonctif présent,ils (elles),obtiennent,1,reviewed,tenir-family irregular paradigm; QA recommended
FR,obtenir,Indicatif,Passé Simple,je,obtins,1,reviewed,tenir-family irregular paradigm; QA recommended
FR,obtenir,Indicatif,Passé Simple,tu,obtins,1,reviewed,tenir-family irregular paradigm; QA recommended
FR,obtenir,Indicatif,Passé Simple,"il (elle, on)",obtint,1,reviewed,tenir-family irregular paradigm; QA recommended
FR,obtenir,Indicatif,Passé Simple,nous,obtînmes,1,reviewed,tenir-family irregular paradigm; QA recommended
FR,obtenir,Indicatif,Passé Simple,vous,obtîntes,1,reviewed,tenir-family irregular paradigm; QA recommended
FR,obtenir,Indicatif,Passé Simple,ils (elles),obtinrent,1,reviewed,tenir-family irregular paradigm; QA recommended
FR,obtenir,Subjonctif,Subjonctif imparfait,je,obtinsse,1,reviewed,tenir-family irregular paradigm; QA recommended
FR,obtenir,Subjonctif,Subjonctif imparfait,tu,obtinsses,1,reviewed,tenir-family irregular paradigm; QA recommended
FR,obtenir,Subjonctif,Subjonctif imparfait,"il (elle, on)",obtînt,1,reviewed,tenir-family irregular paradigm; QA recommended
FR,obtenir,Subjonctif,Subjonctif imparfait,nous,obtinssions,1,reviewed,tenir-family irregular paradigm; QA recommended
FR,obtenir,Subjonctif,Subjonctif imparfait,vous,obtinssiez,1,reviewed,tenir-family irregular paradigm; QA recommended
FR,obtenir,Subjonctif,Subjonctif imparfait,ils (elles),obtinssent,1,reviewed,tenir-family irregular paradigm; QA recommended
FR,perdre,Indicatif,Présent,je,perds,1,reviewed,
FR,perdre,Indicatif,Présent,tu,perds,1,reviewed,
FR,perdre,Indicatif,Présent,"il (elle, on)",perd,1,reviewed,
FR,perdre,Indicatif,Présent,nous,perdons,1,reviewed,
FR,perdre,Indicatif,Présent,vous,perdez,1,reviewed,
FR,perdre,Indicatif,Présent,ils (elles),perdent,1,reviewed,
FR,perdre,Indicatif,Futur,je,perdrai,1,reviewed,
FR,perdre,Indicatif,Futur,tu,perdras,1,reviewed,
FR,perdre,Indicatif,Futur,"il (elle, on)",perdra,1,reviewed,
FR,perdre,Indicatif,Futur,nous,perdrons,1,reviewed,
FR,perdre,Indicatif,Futur,vous,perdrez,1,reviewed,
FR,perdre,Indicatif,Futur,ils (elles),perdront,1,reviewed,
FR,perdre,Indicatif,Passé composé,je,ai perdu,1,reviewed,
FR,perdre,Indicatif,Passé composé,tu,as perdu,1,reviewed,
FR,perdre,Indicatif,Passé composé,"il (elle, on)",a perdu,1,reviewed,
FR,perdre,Indicatif,Passé composé,nous,avons perdu,1,reviewed,
FR,perdre,Indicatif,Passé composé,vous,avez perdu,1,reviewed,
FR,perdre,Indicatif,Passé composé,ils (elles),ont perdu,1,reviewed,
FR,perdre,Indicatif,Imparfait,je,perdais,1,reviewed,
FR,perdre,Indicatif,Imparfait,tu,perdais,1,reviewed,
FR,perdre,Indicatif,Imparfait,"il (elle, on)",perdait,1,reviewed,
FR,perdre,Indicatif,Imparfait,nous,perdions,1,reviewed,
FR,perdre,Indicatif,Imparfait,vous,perdiez,1,reviewed,
FR,perdre,Indicatif,Imparfait,ils (elles),perdaient,1,reviewed,
FR,perdre,Conditionnel,Conditionnel présent,je,perdrais,1,reviewed,
FR,perdre,Conditionnel,Conditionnel présent,tu,perdrais,1,reviewed,
FR,perdre,Conditionnel,Conditionnel présent,"il (elle, on)",perdrait,1,reviewed,
FR,perdre,Conditionnel,Conditionnel présent,nous,perdrions,1,reviewed,
FR,perdre,Conditionnel,Conditionnel présent,vous,perdriez,1,reviewed,
FR,perdre,Conditionnel,Conditionnel présent,ils (elles),perdraient,1,reviewed,
FR,perdre,Impératif,Impératif,je,-,1,reviewed,French imperative only uses tu / nous / vous; placeholder - used for unsupported slot
FR,perdre,Impératif,Impératif,tu,perds,1,reviewed,
FR,perdre,Impératif,Impératif,"il (elle, on)",-,1,reviewed,French imperative only uses tu / nous / vous; placeholder - used for unsupported slot
FR,perdre,Impératif,Impératif,nous,perdons,1,reviewed,
FR,perdre,Impératif,Impératif,vous,perdez,1,reviewed,
FR,perdre,Impératif,Impératif,ils (elles),-,1,reviewed,French imperative only uses tu / nous / vous; placeholder - used for unsupported slot
FR,perdre,Subjonctif,Subjonctif présent,je,perde,1,reviewed,
FR,perdre,Subjonctif,Subjonctif présent,tu,perdes,1,reviewed,
FR,perdre,Subjonctif,Subjonctif présent,"il (elle, on)",perde,1,reviewed,
FR,perdre,Subjonctif,Subjonctif présent,nous,perdions,1,reviewed,
FR,perdre,Subjonctif,Subjonctif présent,vous,perdiez,1,reviewed,
FR,perdre,Subjonctif,Subjonctif présent,ils (elles),perdent,1,reviewed,
FR,perdre,Indicatif,Passé Simple,je,perdis,1,reviewed,
FR,perdre,Indicatif,Passé Simple,tu,perdis,1,reviewed,
FR,perdre,Indicatif,Passé Simple,"il (elle, on)",perdit,1,reviewed,
FR,perdre,Indicatif,Passé Simple,nous,perdîmes,1,reviewed,
FR,perdre,Indicatif,Passé Simple,vous,perdîtes,1,reviewed,
FR,perdre,Indicatif,Passé Simple,ils (elles),perdirent,1,reviewed,
FR,perdre,Subjonctif,Subjonctif imparfait,je,perdisse,1,reviewed,
FR,perdre,Subjonctif,Subjonctif imparfait,tu,perdisses,1,reviewed,
FR,perdre,Subjonctif,Subjonctif imparfait,"il (elle, on)",perdît,1,reviewed,
FR,perdre,Subjonctif,Subjonctif imparfait,nous,perdissions,1,reviewed,
FR,perdre,Subjonctif,Subjonctif imparfait,vous,perdissiez,1,reviewed,
FR,perdre,Subjonctif,Subjonctif imparfait,ils (elles),perdissent,1,reviewed,
ES,ser,Indicativo,Presente,yo,soy,1,reviewed,
ES,ser,Indicativo,Presente,tú,eres,1,reviewed,
ES,ser,Indicativo,Presente,él,es,1,reviewed,
ES,ser,Indicativo,Presente,nosotros,somos,1,reviewed,
ES,ser,Indicativo,Presente,vosotros,sois,1,reviewed,
ES,ser,Indicativo,Presente,ellos,son,1,reviewed,
ES,ser,Indicativo,Futuro,yo,seré,1,reviewed,
ES,ser,Indicativo,Futuro,tú,serás,1,reviewed,
ES,ser,Indicativo,Futuro,él,será,1,reviewed,
ES,ser,Indicativo,Futuro,nosotros,seremos,1,reviewed,
ES,ser,Indicativo,Futuro,vosotros,seréis,1,reviewed,
ES,ser,Indicativo,Futuro,ellos,serán,1,reviewed,
ES,ser,Indicativo,Pretérito perfecto compuesto,yo,he sido,1,reviewed,
ES,ser,Indicativo,Pretérito perfecto compuesto,tú,has sido,1,reviewed,
ES,ser,Indicativo,Pretérito perfecto compuesto,él,ha sido,1,reviewed,
ES,ser,Indicativo,Pretérito perfecto compuesto,nosotros,hemos sido,1,reviewed,
ES,ser,Indicativo,Pretérito perfecto compuesto,vosotros,habéis sido,1,reviewed,
ES,ser,Indicativo,Pretérito perfecto compuesto,ellos,han sido,1,reviewed,
ES,ser,Indicativo,Pretérito imperfecto,yo,era,1,reviewed,
ES,ser,Indicativo,Pretérito imperfecto,tú,eras,1,reviewed,
ES,ser,Indicativo,Pretérito imperfecto,él,era,1,reviewed,
ES,ser,Indicativo,Pretérito imperfecto,nosotros,éramos,1,reviewed,
ES,ser,Indicativo,Pretérito imperfecto,vosotros,erais,1,reviewed,
ES,ser,Indicativo,Pretérito imperfecto,ellos,eran,1,reviewed,
ES,ser,Condicional,Condicional,yo,sería,1,reviewed,
ES,ser,Condicional,Condicional,tú,serías,1,reviewed,
ES,ser,Condicional,Condicional,él,sería,1,reviewed,
ES,ser,Condicional,Condicional,nosotros,seríamos,1,reviewed,
ES,ser,Condicional,Condicional,vosotros,seríais,1,reviewed,
ES,ser,Condicional,Condicional,ellos,serían,1,reviewed,
ES,ser,Imperativo,Imperativo,yo,-,1,reviewed,yo imperative placeholder -; no standard form
ES,ser,Imperativo,Imperativo,tú,sé,1,reviewed,
ES,ser,Imperativo,Imperativo,él,sea,1,reviewed,
ES,ser,Imperativo,Imperativo,nosotros,seamos,1,reviewed,
ES,ser,Imperativo,Imperativo,vosotros,sed,1,reviewed,
ES,ser,Imperativo,Imperativo,ellos,sean,1,reviewed,
ES,ser,Indicativo,Futuro perfecto,yo,habré sido,1,reviewed,
ES,ser,Indicativo,Futuro perfecto,tú,habrás sido,1,reviewed,
ES,ser,Indicativo,Futuro perfecto,él,habrá sido,1,reviewed,
ES,ser,Indicativo,Futuro perfecto,nosotros,habremos sido,1,reviewed,
ES,ser,Indicativo,Futuro perfecto,vosotros,habréis sido,1,reviewed,
ES,ser,Indicativo,Futuro perfecto,ellos,habrán sido,1,reviewed,
ES,ser,Subjuntivo,Subjuntivo presente,yo,sea,1,reviewed,
ES,ser,Subjuntivo,Subjuntivo presente,tú,seas,1,reviewed,
ES,ser,Subjuntivo,Subjuntivo presente,él,sea,1,reviewed,
ES,ser,Subjuntivo,Subjuntivo presente,nosotros,seamos,1,reviewed,
ES,ser,Subjuntivo,Subjuntivo presente,vosotros,seáis,1,reviewed,
ES,ser,Subjuntivo,Subjuntivo presente,ellos,sean,1,reviewed,
ES,ser,Indicativo,Pretérito perfecto simple,yo,fui,1,reviewed,
ES,ser,Indicativo,Pretérito perfecto simple,tú,fuiste,1,reviewed,
ES,ser,Indicativo,Pretérito perfecto simple,él,fue,1,reviewed,
ES,ser,Indicativo,Pretérito perfecto simple,nosotros,fuimos,1,reviewed,
ES,ser,Indicativo,Pretérito perfecto simple,vosotros,fuisteis,1,reviewed,
ES,ser,Indicativo,Pretérito perfecto simple,ellos,fueron,1,reviewed,
ES,ser,Indicativo,Pretérito pluscuamperfecto,yo,había sido,1,reviewed,
ES,ser,Indicativo,Pretérito pluscuamperfecto,tú,habías sido,1,reviewed,
ES,ser,Indicativo,Pretérito pluscuamperfecto,él,había sido,1,reviewed,
ES,ser,Indicativo,Pretérito pluscuamperfecto,nosotros,habíamos sido,1,reviewed,
ES,ser,Indicativo,Pretérito pluscuamperfecto,vosotros,habíais sido,1,reviewed,
ES,ser,Indicativo,Pretérito pluscuamperfecto,ellos,habían sido,1,reviewed,
ES,estar,Indicativo,Presente,yo,estoy,1,reviewed,
ES,estar,Indicativo,Presente,tú,estás,1,reviewed,
ES,estar,Indicativo,Presente,él,está,1,reviewed,
ES,estar,Indicativo,Presente,nosotros,estamos,1,reviewed,
ES,estar,Indicativo,Presente,vosotros,estáis,1,reviewed,
ES,estar,Indicativo,Presente,ellos,están,1,reviewed,
ES,estar,Indicativo,Futuro,yo,estaré,1,reviewed,
ES,estar,Indicativo,Futuro,tú,estarás,1,reviewed,
ES,estar,Indicativo,Futuro,él,estará,1,reviewed,
ES,estar,Indicativo,Futuro,nosotros,estaremos,1,reviewed,
ES,estar,Indicativo,Futuro,vosotros,estaréis,1,reviewed,
ES,estar,Indicativo,Futuro,ellos,estarán,1,reviewed,
ES,estar,Indicativo,Pretérito perfecto compuesto,yo,he estado,1,reviewed,
ES,estar,Indicativo,Pretérito perfecto compuesto,tú,has estado,1,reviewed,
ES,estar,Indicativo,Pretérito perfecto compuesto,él,ha estado,1,reviewed,
ES,estar,Indicativo,Pretérito perfecto compuesto,nosotros,hemos estado,1,reviewed,
ES,estar,Indicativo,Pretérito perfecto compuesto,vosotros,habéis estado,1,reviewed,
ES,estar,Indicativo,Pretérito perfecto compuesto,ellos,han estado,1,reviewed,
ES,estar,Indicativo,Pretérito imperfecto,yo,estaba,1,reviewed,
ES,estar,Indicativo,Pretérito imperfecto,tú,estabas,1,reviewed,
ES,estar,Indicativo,Pretérito imperfecto,él,estaba,1,reviewed,
ES,estar,Indicativo,Pretérito imperfecto,nosotros,estábamos,1,reviewed,
ES,estar,Indicativo,Pretérito imperfecto,vosotros,estabais,1,reviewed,
ES,estar,Indicativo,Pretérito imperfecto,ellos,estaban,1,reviewed,
ES,estar,Condicional,Condicional,yo,estaría,1,reviewed,
ES,estar,Condicional,Condicional,tú,estarías,1,reviewed,
ES,estar,Condicional,Condicional,él,estaría,1,reviewed,
ES,estar,Condicional,Condicional,nosotros,estaríamos,1,reviewed,
ES,estar,Condicional,Condicional,vosotros,estaríais,1,reviewed,
ES,estar,Condicional,Condicional,ellos,estarían,1,reviewed,
ES,estar,Imperativo,Imperativo,yo,-,1,reviewed,yo imperative placeholder -; no standard form
ES,estar,Imperativo,Imperativo,tú,está,1,reviewed,
ES,estar,Imperativo,Imperativo,él,esté,1,reviewed,
ES,estar,Imperativo,Imperativo,nosotros,estemos,1,reviewed,
ES,estar,Imperativo,Imperativo,vosotros,estad,1,reviewed,
ES,estar,Imperativo,Imperativo,ellos,estén,1,reviewed,
ES,estar,Indicativo,Futuro perfecto,yo,habré estado,1,reviewed,
ES,estar,Indicativo,Futuro perfecto,tú,habrás estado,1,reviewed,
ES,estar,Indicativo,Futuro perfecto,él,habrá estado,1,reviewed,
ES,estar,Indicativo,Futuro perfecto,nosotros,habremos estado,1,reviewed,
ES,estar,Indicativo,Futuro perfecto,vosotros,habréis estado,1,reviewed,
ES,estar,Indicativo,Futuro perfecto,ellos,habrán estado,1,reviewed,
ES,estar,Subjuntivo,Subjuntivo presente,yo,esté,1,reviewed,
ES,estar,Subjuntivo,Subjuntivo presente,tú,estés,1,reviewed,
ES,estar,Subjuntivo,Subjuntivo presente,él,esté,1,reviewed,
ES,estar,Subjuntivo,Subjuntivo presente,nosotros,estemos,1,reviewed,
ES,estar,Subjuntivo,Subjuntivo presente,vosotros,estéis,1,reviewed,
ES,estar,Subjuntivo,Subjuntivo presente,ellos,estén,1,reviewed,
ES,estar,Indicativo,Pretérito perfecto simple,yo,estuve,1,reviewed,
ES,estar,Indicativo,Pretérito perfecto simple,tú,estuviste,1,reviewed,
ES,estar,Indicativo,Pretérito perfecto simple,él,estuvo,1,reviewed,
ES,estar,Indicativo,Pretérito perfecto simple,nosotros,estuvimos,1,reviewed,
ES,estar,Indicativo,Pretérito perfecto simple,vosotros,estuvisteis,1,reviewed,
ES,estar,Indicativo,Pretérito perfecto simple,ellos,estuvieron,1,reviewed,
ES,estar,Indicativo,Pretérito pluscuamperfecto,yo,había estado,1,reviewed,
ES,estar,Indicativo,Pretérito pluscuamperfecto,tú,habías estado,1,reviewed,
ES,estar,Indicativo,Pretérito pluscuamperfecto,él,había estado,1,reviewed,
ES,estar,Indicativo,Pretérito pluscuamperfecto,nosotros,habíamos estado,1,reviewed,
ES,estar,Indicativo,Pretérito pluscuamperfecto,vosotros,habíais estado,1,reviewed,
ES,estar,Indicativo,Pretérito pluscuamperfecto,ellos,habían estado,1,reviewed,
ES,tener,Indicativo,Presente,yo,tengo,1,reviewed,
ES,tener,Indicativo,Presente,tú,tienes,1,reviewed,
ES,tener,Indicativo,Presente,él,tiene,1,reviewed,
ES,tener,Indicativo,Presente,nosotros,tenemos,1,reviewed,
ES,tener,Indicativo,Presente,vosotros,tenéis,1,reviewed,
ES,tener,Indicativo,Presente,ellos,tienen,1,reviewed,
ES,tener,Indicativo,Futuro,yo,tendré,1,reviewed,
ES,tener,Indicativo,Futuro,tú,tendrás,1,reviewed,
ES,tener,Indicativo,Futuro,él,tendrá,1,reviewed,
ES,tener,Indicativo,Futuro,nosotros,tendremos,1,reviewed,
ES,tener,Indicativo,Futuro,vosotros,tendréis,1,reviewed,
ES,tener,Indicativo,Futuro,ellos,tendrán,1,reviewed,
ES,tener,Indicativo,Pretérito perfecto compuesto,yo,he tenido,1,reviewed,
ES,tener,Indicativo,Pretérito perfecto compuesto,tú,has tenido,1,reviewed,
ES,tener,Indicativo,Pretérito perfecto compuesto,él,ha tenido,1,reviewed,
ES,tener,Indicativo,Pretérito perfecto compuesto,nosotros,hemos tenido,1,reviewed,
ES,tener,Indicativo,Pretérito perfecto compuesto,vosotros,habéis tenido,1,reviewed,
ES,tener,Indicativo,Pretérito perfecto compuesto,ellos,han tenido,1,reviewed,
ES,tener,Indicativo,Pretérito imperfecto,yo,tenía,1,reviewed,
ES,tener,Indicativo,Pretérito imperfecto,tú,tenías,1,reviewed,
ES,tener,Indicativo,Pretérito imperfecto,él,tenía,1,reviewed,
ES,tener,Indicativo,Pretérito imperfecto,nosotros,teníamos,1,reviewed,
ES,tener,Indicativo,Pretérito imperfecto,vosotros,teníais,1,reviewed,
ES,tener,Indicativo,Pretérito imperfecto,ellos,tenían,1,reviewed,
ES,tener,Condicional,Condicional,yo,tendría,1,reviewed,
ES,tener,Condicional,Condicional,tú,tendrías,1,reviewed,
ES,tener,Condicional,Condicional,él,tendría,1,reviewed,
ES,tener,Condicional,Condicional,nosotros,tendríamos,1,reviewed,
ES,tener,Condicional,Condicional,vosotros,tendríais,1,reviewed,
ES,tener,Condicional,Condicional,ellos,tendrían,1,reviewed,
ES,tener,Imperativo,Imperativo,yo,-,1,reviewed,yo imperative placeholder -; no standard form
ES,tener,Imperativo,Imperativo,tú,ten,1,reviewed,
ES,tener,Imperativo,Imperativo,él,tenga,1,reviewed,
ES,tener,Imperativo,Imperativo,nosotros,tengamos,1,reviewed,
ES,tener,Imperativo,Imperativo,vosotros,tened,1,reviewed,
ES,tener,Imperativo,Imperativo,ellos,tengan,1,reviewed,
ES,tener,Indicativo,Futuro perfecto,yo,habré tenido,1,reviewed,
ES,tener,Indicativo,Futuro perfecto,tú,habrás tenido,1,reviewed,
ES,tener,Indicativo,Futuro perfecto,él,habrá tenido,1,reviewed,
ES,tener,Indicativo,Futuro perfecto,nosotros,habremos tenido,1,reviewed,
ES,tener,Indicativo,Futuro perfecto,vosotros,habréis tenido,1,reviewed,
ES,tener,Indicativo,Futuro perfecto,ellos,habrán tenido,1,reviewed,
ES,tener,Subjuntivo,Subjuntivo presente,yo,tenga,1,reviewed,
ES,tener,Subjuntivo,Subjuntivo presente,tú,tengas,1,reviewed,
ES,tener,Subjuntivo,Subjuntivo presente,él,tenga,1,reviewed,
ES,tener,Subjuntivo,Subjuntivo presente,nosotros,tengamos,1,reviewed,
ES,tener,Subjuntivo,Subjuntivo presente,vosotros,tengáis,1,reviewed,
ES,tener,Subjuntivo,Subjuntivo presente,ellos,tengan,1,reviewed,
ES,tener,Indicativo,Pretérito perfecto simple,yo,tuve,1,reviewed,
ES,tener,Indicativo,Pretérito perfecto simple,tú,tuviste,1,reviewed,
ES,tener,Indicativo,Pretérito perfecto simple,él,tuvo,1,reviewed,
ES,tener,Indicativo,Pretérito perfecto simple,nosotros,tuvimos,1,reviewed,
ES,tener,Indicativo,Pretérito perfecto simple,vosotros,tuvisteis,1,reviewed,
ES,tener,Indicativo,Pretérito perfecto simple,ellos,tuvieron,1,reviewed,
ES,tener,Indicativo,Pretérito pluscuamperfecto,yo,había tenido,1,reviewed,
ES,tener,Indicativo,Pretérito pluscuamperfecto,tú,habías tenido,1,reviewed,
ES,tener,Indicativo,Pretérito pluscuamperfecto,él,había tenido,1,reviewed,
ES,tener,Indicativo,Pretérito pluscuamperfecto,nosotros,habíamos tenido,1,reviewed,
ES,tener,Indicativo,Pretérito pluscuamperfecto,vosotros,habíais tenido,1,reviewed,
ES,tener,Indicativo,Pretérito pluscuamperfecto,ellos,habían tenido,1,reviewed,
ES,haber,Indicativo,Presente,yo,he,1,reviewed,lexical haber uncommon; full paradigm kept
ES,haber,Indicativo,Presente,tú,has,1,reviewed,lexical haber uncommon; full paradigm kept
ES,haber,Indicativo,Presente,él,ha,1,reviewed,lexical haber uncommon; full paradigm kept
ES,haber,Indicativo,Presente,nosotros,hemos,1,reviewed,lexical haber uncommon; full paradigm kept
ES,haber,Indicativo,Presente,vosotros,habéis,1,reviewed,lexical haber uncommon; full paradigm kept
ES,haber,Indicativo,Presente,ellos,han,1,reviewed,lexical haber uncommon; full paradigm kept
ES,haber,Indicativo,Futuro,yo,habré,1,reviewed,lexical haber uncommon; full paradigm kept
ES,haber,Indicativo,Futuro,tú,habrás,1,reviewed,lexical haber uncommon; full paradigm kept
ES,haber,Indicativo,Futuro,él,habrá,1,reviewed,lexical haber uncommon; full paradigm kept
ES,haber,Indicativo,Futuro,nosotros,habremos,1,reviewed,lexical haber uncommon; full paradigm kept
ES,haber,Indicativo,Futuro,vosotros,habréis,1,reviewed,lexical haber uncommon; full paradigm kept
ES,haber,Indicativo,Futuro,ellos,habrán,1,reviewed,lexical haber uncommon; full paradigm kept
ES,haber,Indicativo,Pretérito perfecto compuesto,yo,he habido,1,reviewed,lexical haber uncommon; full paradigm kept
ES,haber,Indicativo,Pretérito perfecto compuesto,tú,has habido,1,reviewed,lexical haber uncommon; full paradigm kept
ES,haber,Indicativo,Pretérito perfecto compuesto,él,ha habido,1,reviewed,lexical haber uncommon; full paradigm kept
ES,haber,Indicativo,Pretérito perfecto compuesto,nosotros,hemos habido,1,reviewed,lexical haber uncommon; full paradigm kept
ES,haber,Indicativo,Pretérito perfecto compuesto,vosotros,habéis habido,1,reviewed,lexical haber uncommon; full paradigm kept
ES,haber,Indicativo,Pretérito perfecto compuesto,ellos,han habido,1,reviewed,lexical haber uncommon; full paradigm kept
ES,haber,Indicativo,Pretérito imperfecto,yo,había,1,reviewed,lexical haber uncommon; full paradigm kept
ES,haber,Indicativo,Pretérito imperfecto,tú,habías,1,reviewed,lexical haber uncommon; full paradigm kept
ES,haber,Indicativo,Pretérito imperfecto,él,había,1,reviewed,lexical haber uncommon; full paradigm kept
ES,haber,Indicativo,Pretérito imperfecto,nosotros,habíamos,1,reviewed,lexical haber uncommon; full paradigm kept
ES,haber,Indicativo,Pretérito imperfecto,vosotros,habíais,1,reviewed,lexical haber uncommon; full paradigm kept
ES,haber,Indicativo,Pretérito imperfecto,ellos,habían,1,reviewed,lexical haber uncommon; full paradigm kept
ES,haber,Condicional,Condicional,yo,habría,1,reviewed,lexical haber uncommon; full paradigm kept
ES,haber,Condicional,Condicional,tú,habrías,1,reviewed,lexical haber uncommon; full paradigm kept
ES,haber,Condicional,Condicional,él,habría,1,reviewed,lexical haber uncommon; full paradigm kept
ES,haber,Condicional,Condicional,nosotros,habríamos,1,reviewed,lexical haber uncommon; full paradigm kept
ES,haber,Condicional,Condicional,vosotros,habríais,1,reviewed,lexical haber uncommon; full paradigm kept
ES,haber,Condicional,Condicional,ellos,habrían,1,reviewed,lexical haber uncommon; full paradigm kept
ES,haber,Imperativo,Imperativo,yo,-,1,reviewed,lexical haber uncommon; imperative unavailable in current usage
ES,haber,Imperativo,Imperativo,tú,-,1,reviewed,lexical haber uncommon; imperative unavailable in current usage
ES,haber,Imperativo,Imperativo,él,-,1,reviewed,lexical haber uncommon; imperative unavailable in current usage
ES,haber,Imperativo,Imperativo,nosotros,-,1,reviewed,lexical haber uncommon; imperative unavailable in current usage
ES,haber,Imperativo,Imperativo,vosotros,-,1,reviewed,lexical haber uncommon; imperative unavailable in current usage
ES,haber,Imperativo,Imperativo,ellos,-,1,reviewed,lexical haber uncommon; imperative unavailable in current usage
ES,haber,Indicativo,Futuro perfecto,yo,habré habido,1,reviewed,lexical haber uncommon; full paradigm kept
ES,haber,Indicativo,Futuro perfecto,tú,habrás habido,1,reviewed,lexical haber uncommon; full paradigm kept
ES,haber,Indicativo,Futuro perfecto,él,habrá habido,1,reviewed,lexical haber uncommon; full paradigm kept
ES,haber,Indicativo,Futuro perfecto,nosotros,habremos habido,1,reviewed,lexical haber uncommon; full paradigm kept
ES,haber,Indicativo,Futuro perfecto,vosotros,habréis habido,1,reviewed,lexical haber uncommon; full paradigm kept
ES,haber,Indicativo,Futuro perfecto,ellos,habrán habido,1,reviewed,lexical haber uncommon; full paradigm kept
ES,haber,Subjuntivo,Subjuntivo presente,yo,haya,1,reviewed,lexical haber uncommon; full paradigm kept
ES,haber,Subjuntivo,Subjuntivo presente,tú,hayas,1,reviewed,lexical haber uncommon; full paradigm kept
ES,haber,Subjuntivo,Subjuntivo presente,él,haya,1,reviewed,lexical haber uncommon; full paradigm kept
ES,haber,Subjuntivo,Subjuntivo presente,nosotros,hayamos,1,reviewed,lexical haber uncommon; full paradigm kept
ES,haber,Subjuntivo,Subjuntivo presente,vosotros,hayáis,1,reviewed,lexical haber uncommon; full paradigm kept
ES,haber,Subjuntivo,Subjuntivo presente,ellos,hayan,1,reviewed,lexical haber uncommon; full paradigm kept
ES,haber,Indicativo,Pretérito perfecto simple,yo,hube,1,reviewed,lexical haber uncommon; full paradigm kept
ES,haber,Indicativo,Pretérito perfecto simple,tú,hubiste,1,reviewed,lexical haber uncommon; full paradigm kept
ES,haber,Indicativo,Pretérito perfecto simple,él,hubo,1,reviewed,lexical haber uncommon; full paradigm kept
